[04Jul2025 00:58:17.008] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[04Jul2025 00:58:17.012] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Ubuntu; OS Linux arch amd64 version 6.8.0-1027-azure
[04Jul2025 00:58:17.103] [main/WARN] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Configuration file /workspaces/trror/servidor_minecraft/config/fml.toml is not correct. Correcting
[04Jul2025 00:58:17.105] [main/INFO] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Incorrect key [earlyWindowSkipGLVersions] was corrected from null to []
[04Jul2025 00:58:17.105] [main/INFO] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[04Jul2025 00:58:17.106] [main/INFO] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Incorrect key [earlyWindowSquir] was corrected from null to false
[04Jul2025 00:58:17.107] [main/INFO] [net.minecraftforge.fml.loading.FMLConfig/CORE]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[04Jul2025 00:58:18.331] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[04Jul2025 00:58:18.375] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/trror/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[04Jul2025 00:58:18.854] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/trror/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[04Jul2025 00:58:18.855] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/trror/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[04Jul2025 00:58:18.856] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/trror/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[04Jul2025 00:58:18.857] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/trror/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[04Jul2025 00:58:19.270] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[04Jul2025 00:58:19.271] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: resourcefullib. Using Mod File: /workspaces/trror/servidor_minecraft/mods/resourcefullib-forge-1.20.1-2.1.29.jar
[04Jul2025 00:58:19.271] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: curios. Using Mod File: /workspaces/trror/servidor_minecraft/mods/curios-forge-5.14.1+1.20.1.jar
[04Jul2025 00:58:19.272] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 21 dependencies adding them to mods collection
[04Jul2025 00:58:23.653] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[04Jul2025 00:58:24.112] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [com.sonicether.soundphysics.MixinConnector]
[04Jul2025 00:58:24.116] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[04Jul2025 00:58:24.246] [main/INFO] [ModernFix/]: Loaded configuration file for ModernFix 5.24.1+mc1.20.1: 96 options available, 0 override(s) found
[04Jul2025 00:58:24.247] [main/INFO] [ModernFix/]: Applying Nashorn fix
[04Jul2025 00:58:24.269] [main/INFO] [ModernFix/]: Applied Forge config corruption patch
[04Jul2025 00:58:24.462] [main/WARN] [mixin/]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[04Jul2025 00:58:24.510] [main/WARN] [mixin/]: Reference map 'graveyard-FORGE-forge-refmap.json' for graveyard-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[04Jul2025 00:58:24.563] [main/WARN] [mixin/]: Reference map 'puzzlesaccessapi.common.refmap.json' for puzzlesaccessapi.common.mixins.json could not be read. If this is a development environment you can ignore this message
[04Jul2025 00:58:24.666] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[04Jul2025 00:58:24.671] [main/WARN] [mixin/]: Reference map 'mvs-forge-refmap.json' for mvs-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[04Jul2025 00:58:24.739] [main/INFO] [Puzzles Lib/]: Loading 134 mods:
	- advancementplaques 1.6.9
[04Jul2025 00:58:42.280] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Glimmering Weald...
[04Jul2025 00:58:42.282] [modloading-worker-0/INFO] [ModernFix/]: Bypassed Mojang DFU
[04Jul2025 00:58:42.283] [modloading-worker-0/INFO] [ModernFix/]: Instantiating Mojang DFU
[04Jul2025 00:58:42.306] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Gold Bars...
[04Jul2025 00:58:42.308] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Gold Tools Have Fortune...
[04Jul2025 00:58:42.309] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Grab Chickens...
[04Jul2025 00:58:42.309] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Grate...
[04Jul2025 00:58:42.313] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Gravisand...
[04Jul2025 00:58:42.315] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Greener Grass...
[04Jul2025 00:58:42.319] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Hedges...
[04Jul2025 00:58:42.322] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Hoe Harvesting...
[04Jul2025 00:58:42.324] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Hollow Logs...
[04Jul2025 00:58:42.326] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Horses Swim...
[04Jul2025 00:58:42.327] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Hotbar Changer...
[04Jul2025 00:58:42.327] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Improved Sponges...
[04Jul2025 00:58:42.329] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Improved Tooltips...
[04Jul2025 00:58:42.330] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Industrial Palette...
[04Jul2025 00:58:42.333] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Inventory Sorting...
[04Jul2025 00:58:42.334] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Iron Rod...
[04Jul2025 00:58:42.348] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Item Sharing...
[04Jul2025 00:58:42.350] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Japanese Palette...
[04Jul2025 00:58:42.352] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Leaf Carpet...
[04Jul2025 00:58:42.353] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Lock Rotation...
[04Jul2025 00:58:42.356] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Long Range Pick Block...
[04Jul2025 00:58:42.356] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Magma Keeps Concrete Powder...
[04Jul2025 00:58:42.357] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Magnets...
[04Jul2025 00:58:42.363] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Map Washing...
[04Jul2025 00:58:42.364] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Matrix Enchanting...
[04Jul2025 00:58:42.381] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Metal Buttons...
[04Jul2025 00:58:42.383] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Microcrafting Helper...
[04Jul2025 00:58:42.384] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Midori...
[04Jul2025 00:58:42.384] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Monster Box...
[04Jul2025 00:58:42.387] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Banner Layers...
[04Jul2025 00:58:42.387] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Brick Types...
[04Jul2025 00:58:42.388] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Mud Blocks...
[04Jul2025 00:58:42.388] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Note Block Sounds...
[04Jul2025 00:58:42.389] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Potted Plants...
[04Jul2025 00:58:42.390] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Villagers...
[04Jul2025 00:58:42.392] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Narrator Readout...
[04Jul2025 00:58:42.393] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Nether Brick Fence Gate...
[04Jul2025 00:58:42.393] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Nether Obsidian Spikes...
[04Jul2025 00:58:42.416] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module New Stone Types...
[04Jul2025 00:58:42.418] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module No Durability On Cosmetics...
[04Jul2025 00:58:42.421] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module No More Lava Pockets...
[04Jul2025 00:58:42.421] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Obsidian Plate...
[04Jul2025 00:58:42.421] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Overlay Shader...
[04Jul2025 00:58:42.421] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Parrot Eggs...
[04Jul2025 00:58:42.422] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Pat The Dogs...
[04Jul2025 00:58:42.427] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Pathfinder Maps...
[04Jul2025 00:58:42.430] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Permafrost...
[04Jul2025 00:58:42.431] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Petals On Water...
[04Jul2025 00:58:42.432] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Pickarang...
[04Jul2025 00:58:42.436] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Pig Litters...
[04Jul2025 00:58:42.437] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Pipes...
[04Jul2025 00:58:42.444] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Pistons Move Tile Entities...
[04Jul2025 00:58:42.444] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Poison Potato Usage...
[04Jul2025 00:58:42.445] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Quick Armor Swapping...
[04Jul2025 00:58:42.445] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Rainbow Lamps...
[04Jul2025 00:58:42.445] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Raw Metal Bricks...
[04Jul2025 00:58:42.446] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Reacharound Placing...
[04Jul2025 00:58:42.447] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Redstone Randomizer...
[04Jul2025 00:58:42.451] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Renewable Spore Blossoms...
[04Jul2025 00:58:42.455] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Replace Scaffolding...
[04Jul2025 00:58:42.455] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Rope...
[04Jul2025 00:58:42.459] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Safer Creatures...
[04Jul2025 00:58:42.460] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Seed Pouch...
[04Jul2025 00:58:42.463] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Shear Vines...
[04Jul2025 00:58:42.477] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Shiba...
[04Jul2025 00:58:42.485] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Shingles...
[04Jul2025 00:58:42.485] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Shulker Packing...
[04Jul2025 00:58:42.485] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Simple Harvest...
[04Jul2025 00:58:42.487] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Skull Pikes...
[04Jul2025 00:58:42.490] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Slabs To Blocks...
[04Jul2025 00:58:42.494] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Slime In A Bucket...
[04Jul2025 00:58:42.495] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Slimes To Magma Cubes...
[04Jul2025 00:58:42.496] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Snow Golem Player Heads...
[04Jul2025 00:58:42.497] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Soul Candles...
[04Jul2025 00:58:42.499] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Soul Sandstone...
[04Jul2025 00:58:42.499] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Spawner Replacer...
[04Jul2025 00:58:42.499] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Spiral Spires...
[04Jul2025 00:58:42.504] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Stonelings...
[04Jul2025 00:58:42.505] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Stools...
[04Jul2025 00:58:42.507] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Sturdy Stone...
[04Jul2025 00:58:42.510] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Thatch...
[04Jul2025 00:58:42.513] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Tiny Potato...
[04Jul2025 00:58:42.514] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Torch Arrow...
[04Jul2025 00:58:42.518] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Toretoise...
[04Jul2025 00:58:42.521] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Totem Of Holding...
[04Jul2025 00:58:42.523] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Trowel...
[04Jul2025 00:58:42.524] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Usage Ticker...
[04Jul2025 00:58:42.524] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Uses For Curses...
[04Jul2025 00:58:42.525] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Utility Recipes...
[04Jul2025 00:58:42.525] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Variant Animal Textures...
[04Jul2025 00:58:42.526] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Variant Bookshelves...
[04Jul2025 00:58:42.527] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Variant Chests...
[04Jul2025 00:58:42.546] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Variant Furnaces...
[04Jul2025 00:58:42.555] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Variant Ladders...
[04Jul2025 00:58:42.556] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Variant Selector...
[04Jul2025 00:58:42.558] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Vertical Planks...
[04Jul2025 00:58:42.561] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Vertical Slabs...
[04Jul2025 00:58:42.585] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Vexes Die With Their Masters...
[04Jul2025 00:58:42.586] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Villager Rerolling Rework...
[04Jul2025 00:58:42.586] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Villagers Follow Emeralds...
[04Jul2025 00:58:42.590] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Wooden Posts...
[04Jul2025 00:58:42.591] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Wool Shuts Up Minecarts...
[04Jul2025 00:58:42.591] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Wraith...
[04Jul2025 00:58:42.594] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module Zombie Villagers On Normal...
[04Jul2025 00:58:42.596] [modloading-worker-0/INFO] [quark-zeta/]: Constructing module More Stone Variants...
[04Jul2025 00:58:42.596] [modloading-worker-0/INFO] [quark-zeta/]: Constructed 164 modules.
[04Jul2025 00:58:42.616] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[04Jul2025 00:58:42.634] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/trror/servidor_minecraft/config/createaddition-common.toml is not correct. Correcting
[04Jul2025 00:58:42.639] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.639] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.fe_at_max_rpm was corrected from null to its default, 480. 
[04Jul2025 00:58:42.639] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.max_stress was corrected from null to its default, 16384. 
[04Jul2025 00:58:42.639] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.audio_enabled was corrected from null to its default, true. 
[04Jul2025 00:58:42.640] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key electric_motor was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.642] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key electric_motor.motor_rpm_range was corrected from null to its default, 256. 
[04Jul2025 00:58:42.642] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key electric_motor.motor_min_consumption was corrected from null to its default, 8. 
[04Jul2025 00:58:42.642] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key electric_motor.motor_max_input was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.642] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key electric_motor.motor_capacity was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.646] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key alternator was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.646] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key alternator.generator_max_output was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.646] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key alternator.generator_capacity was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.646] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key alternator.generator_efficiency was corrected from null to its default, 0.75. 
[04Jul2025 00:58:42.648] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key rolling_mill was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.648] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key rolling_mill.rolling_mill_processing_duration was corrected from null to its default, 120. 
[04Jul2025 00:58:42.653] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key rolling_mill.rolling_mill_stress was corrected from null to its default, 8. 
[04Jul2025 00:58:42.653] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.653] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.small_connector_max_input was corrected from null to its default, 1000. 
[04Jul2025 00:58:42.654] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.small_connector_max_output was corrected from null to its default, 1000. 
[04Jul2025 00:58:42.654] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.small_connector_wire_length was corrected from null to its default, 16. 
[04Jul2025 00:58:42.655] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.small_light_connector_consumption was corrected from null to its default, 1. 
[04Jul2025 00:58:42.656] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.large_connector_max_input was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.664] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.large_connector_max_output was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.664] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.large_connector_wire_length was corrected from null to its default, 32. 
[04Jul2025 00:58:42.664] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.connector_ignore_face_check was corrected from null to its default, true. 
[04Jul2025 00:58:42.665] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key wires.connector_allow_passive_io was corrected from null to its default, true. 
[04Jul2025 00:58:42.665] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key accumulator was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.665] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key accumulator.accumulator_max_input was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.666] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key accumulator.accumulator_max_output was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.666] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key accumulator.accumulator_capacity was corrected from null to its default, 2000000. 
[04Jul2025 00:58:42.666] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key accumulator.accumulator_max_height was corrected from null to its default, 5. 
[04Jul2025 00:58:42.666] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key accumulator.accumulator_max_width was corrected from null to its default, 3. 
[04Jul2025 00:58:42.672] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key portable_energy_interface was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.672] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key portable_energy_interface.pei_max_input was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.672] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key portable_energy_interface.pei_max_output was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.673] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.673] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_max_input was corrected from null to its default, 10000. 
[04Jul2025 00:58:42.674] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_charge_rate was corrected from null to its default, 5000. 
[04Jul2025 00:58:42.674] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_recipe_charge_rate was corrected from null to its default, 2000. 
[04Jul2025 00:58:42.674] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_capacity was corrected from null to its default, 40000. 
[04Jul2025 00:58:42.674] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_hurt_energy_required was corrected from null to its default, 1000. 
[04Jul2025 00:58:42.674] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_hurt_range was corrected from null to its default, 3. 
[04Jul2025 00:58:42.674] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_hurt_mob was corrected from null to its default, 3. 
[04Jul2025 00:58:42.675] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_effect_time_mob was corrected from null to its default, 20. 
[04Jul2025 00:58:42.675] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_hurt_player was corrected from null to its default, 2. 
[04Jul2025 00:58:42.675] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_effect_time_player was corrected from null to its default, 20. 
[04Jul2025 00:58:42.675] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key tesla_coil.tesla_coil_fire_cooldown was corrected from null to its default, 20. 
[04Jul2025 00:58:42.680] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key misc was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.680] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key misc.diamond_grit_sandpaper_uses was corrected from null to its default, 1024. 
[04Jul2025 00:58:42.681] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key misc.barbed_wire_damage was corrected from null to its default, 2.0. 
[04Jul2025 00:58:42.711] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/trror/servidor_minecraft/config/quark-common.toml is not correct. Correcting
[04Jul2025 00:58:42.720] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[04Jul2025 00:58:42.720] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.Enable 'q' Button was corrected from null to its default, true. 
[04Jul2025 00:58:42.720] [modloading-worker-0/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.'q' Button on the Right was corrected from null to its default, false. 
